is_actived,Genero,Edad,city_owner,estrato,price_plan,nombre_zone,ventas_Retiradas_causales,Retiro,motivo_rechazo_solicitud,mes,dia,venta,grupo_edad,tipo_plan,plan_MB
Rechazado,H,19,Cali,4,74999.0,S,No Aplica,NO,Otro,1,5,0,18-29,Internet-voz,100
Orden creada,H,61,Cali,5,74999.0,C,No Aplica,NO,No Aplica,1,5,1,60-69,Internet-voz,100
Rechazado,H,27,Cali,3,69999.0,N,No Aplica,NO,Otro,1,5,0,18-29,Internet-voz,80
Rechazado,M,30,Cali,6,63749.0,N,No Aplica,NO,Otro,1,5,0,30-39,Internet-voz,100
Orden creada,H,31,Cali,3,83000.0,C,No Aplica,NO,No Aplica,1,5,1,30-39,Internet,200
Orden creada,H,63,Cali,6,79049.0,C,No Aplica,NO,No Aplica,1,5,1,60-69,Internet-voz,300
Orden creada,H,46,Cali,2,69999.0,O,No Aplica,NO,No Aplica,1,5,1,40-49,Internet-voz,80
Orden creada,H,63,Cali,6,79049.0,N,No Aplica,NO,No Aplica,1,5,1,60-69,Internet-voz,300
Orden creada,M,42,Cali,5,79049.0,C,No Aplica,NO,No Aplica,1,5,1,40-49,Internet-voz,300
Orden creada,M,30,Cali,2,70549.0,C,No Aplica,NO,No Aplica,1,5,1,30-39,Internet-voz,200
Orden creada,H,18,Cali,3,74399.0,O,Anulacion,SI,No Aplica,1,5,1,18-29,Internet-voz,300
Orden creada,M,38,Cali,6,63749.0,O,No Aplica,NO,No Aplica,1,5,1,30-39,Internet-voz,100
Rechazado,H,32,Cali,5,69749.0,S,No Aplica,NO,Otro,1,5,0,30-39,Internet,300
Orden creada,H,55,Cali,5,70549.0,N,No Aplica,NO,No Aplica,1,5,1,50-59,Internet-voz,200
Orden creada,M,61,Cali,2,74399.0,C,Anulacion,SI,No Aplica,1,5,1,60-69,Internet-voz,300
Rechazado,H,24,Jamundi,3,69749.0,S,No Aplica,NO,Otro,1,5,0,18-29,Internet,300
Rechazado,H,35,Cali,2,56249.0,O,No Aplica,NO,Otro,1,5,0,30-39,Internet,100
Orden creada,H,20,Cali,2,74399.0,N,Voluntario,SI,No Aplica,1,5,1,18-29,Internet-voz,300
Orden creada,H,54,Cali,3,59999.0,C,No Aplica,NO,No Aplica,1,5,1,50-59,Internet-voz,100
Orden creada,M,65,Cali,6,79049.0,O,No Aplica,NO,No Aplica,1,5,1,60-69,Internet-voz,300
Orden creada,M,26,Cali,2,66399.0,O,Voluntario,SI,No Aplica,1,5,1,18-29,Internet-voz,200
Orden creada,M,53,Cali,4,70549.0,S,No Aplica,NO,No Aplica,1,5,1,50-59,Internet-voz,200
Orden creada,M,54,Cali,2,74399.0,C,No Aplica,NO,No Aplica,1,5,1,50-59,Internet-voz,300
Rechazado,H,40,Cali,1,63749.0,O,No Aplica,NO,Otro,1,5,0,40-49,Internet-voz,100
Rechazado,M,61,Cali,3,79049.0,O,No Aplica,NO,Otro,1,5,0,60-69,Internet-voz,300
Rechazado,H,58,Cali,3,79049.0,O,No Aplica,NO,Otro,1,5,0,50-59,Internet-voz,300
Orden creada,H,62,Cali,5,63749.0,O,No Aplica,NO,No Aplica,1,6,1,60-69,Internet-voz,100
Orden creada,H,20,Cali,4,69749.0,S,No Aplica,NO,No Aplica,1,6,1,18-29,Internet,300
Orden creada,H,59,Cali,4,63749.0,S,No Aplica,NO,No Aplica,1,6,1,50-59,Internet-voz,100
Rechazado,H,45,Cali,5,70549.0,O,No Aplica,NO,Otro,1,6,0,40-49,Internet-voz,200
Orden creada,H,37,Yumbo,2,69749.0,N,No Aplica,NO,No Aplica,1,6,1,30-39,Internet,300
Orden creada,H,49,Cali,5,70549.0,O,No Aplica,NO,No Aplica,1,6,1,40-49,Internet-voz,200
Orden creada,M,28,Cali,5,79049.0,S,No Aplica,NO,No Aplica,1,6,1,18-29,Internet-voz,300
Orden creada,H,25,Cali,5,63749.0,O,No Aplica,NO,No Aplica,1,6,1,18-29,Internet-voz,100
Orden creada,H,45,Cali,3,79049.0,O,No Aplica,NO,No Aplica,1,6,1,40-49,Internet-voz,300
Orden creada,M,34,Cali,3,70549.0,C,No Aplica,NO,No Aplica,1,6,1,30-39,Internet-voz,200
Anulado,H,51,Cali,2,69749.0,O,No Aplica,NO,No Aplica,1,6,0,50-59,Internet,300
Orden creada,H,24,Cali,2,69749.0,O,No Aplica,NO,No Aplica,1,6,1,18-29,Internet,300
Orden creada,M,46,Cali,6,63749.0,C,No Aplica,NO,No Aplica,1,6,1,40-49,Internet-voz,100
Orden creada,M,65,Cali,4,70549.0,N,No Aplica,NO,No Aplica,1,6,1,60-69,Internet-voz,200
Orden creada,M,30,Jamundi,4,79049.0,S,No Aplica,NO,No Aplica,1,6,1,30-39,Internet-voz,300
Orden creada,M,63,Jamundi,4,70549.0,S,No Aplica,NO,No Aplica,1,6,1,60-69,Internet-voz,200
Orden creada,M,50,Cali,1,63749.0,C,No Aplica,NO,No Aplica,1,6,1,50-59,Internet-voz,100
Rechazado,H,19,Cali,3,63749.0,C,No Aplica,NO,Otro,1,6,0,18-29,Internet-voz,100
Orden creada,H,34,Cali,1,63749.0,O,No Aplica,NO,No Aplica,1,6,1,30-39,Internet-voz,100
Orden creada,H,35,Cali,2,66399.0,O,No Aplica,NO,No Aplica,1,6,1,30-39,Internet-voz,200
Orden creada,H,57,Cali,3,63749.0,S,No Aplica,NO,No Aplica,1,7,1,50-59,Internet-voz,100
Orden creada,M,46,Cali,3,56249.0,N,No Aplica,NO,No Aplica,1,8,1,40-49,Internet,100
Orden creada,H,48,Cali,3,69749.0,O,Voluntario,SI,No Aplica,1,8,1,40-49,Internet,300
Orden creada,M,57,Jamundi,4,56249.0,S,Anulacion,SI,No Aplica,1,8,1,50-59,Internet,100
Rechazado,H,40,Cali,1,63749.0,O,No Aplica,NO,Otro,1,8,0,40-49,Internet-voz,100
Orden creada,M,65,Cali,3,63749.0,C,No Aplica,NO,No Aplica,1,8,1,60-69,Internet-voz,100
Orden creada,H,49,Cali,1,62250.0,O,No Aplica,NO,No Aplica,1,8,1,40-49,Internet,200
Orden creada,M,28,Yumbo,2,63749.0,N,Anulacion,SI,No Aplica,1,8,1,18-29,Internet-voz,100
Orden creada,H,30,Cali,3,79049.0,O,No Aplica,NO,No Aplica,1,9,1,30-39,Internet-voz,300
Orden creada,H,26,Cali,2,59999.0,C,No Aplica,NO,No Aplica,1,9,1,18-29,Internet-voz,100
Orden creada,M,61,Cali,3,69335.3977663614,C,No Aplica,NO,No Aplica,1,9,1,60-69,Internet-voz,100
Orden creada,M,54,Cali,3,70549.0,O,No Aplica,NO,No Aplica,1,9,1,50-59,Internet-voz,200
Rechazado,H,62,Cali,2,63749.0,O,No Aplica,NO,Otro,1,9,0,60-69,Internet-voz,100
Orden creada,H,39,Cali,3,66399.0,S,No Aplica,NO,No Aplica,1,9,1,30-39,Internet-voz,200
Orden creada,H,57,Cali,2,74399.0,C,Anulacion,SI,No Aplica,1,9,1,50-59,Internet-voz,300
Orden creada,H,57,Cali,3,63749.0,O,No Aplica,NO,No Aplica,1,9,1,50-59,Internet-voz,100
Rechazado,H,21,Cali,3,59999.0,C,No Aplica,NO,Otro,1,9,0,18-29,Internet-voz,100
Orden creada,H,62,Cali,3,66399.0,S,No Aplica,NO,No Aplica,1,9,1,60-69,Internet-voz,200
Orden creada,H,46,Cali,1,66399.0,C,No Aplica,NO,No Aplica,1,9,1,40-49,Internet-voz,200
Orden creada,M,42,Cali,2,63749.0,S,No Aplica,NO,No Aplica,1,9,1,40-49,Internet-voz,100
Rechazado,H,30,Cali,5,79049.0,N,No Aplica,NO,Otro,1,9,0,30-39,Internet-voz,300
Rechazado,H,65,Cali,6,63749.0,O,No Aplica,NO,Otro,1,9,0,60-69,Internet-voz,100
Rechazado,H,55,Cali,3,66399.0,C,No Aplica,NO,Otro,1,9,0,50-59,Internet-voz,200
Orden creada,H,51,Cali,2,70549.0,O,No Aplica,NO,No Aplica,1,9,1,50-59,Internet-voz,200
Orden creada,H,51,Cali,6,79049.0,N,No Aplica,NO,No Aplica,1,9,1,50-59,Internet-voz,300
Orden creada,H,19,Cali,3,62250.0,O,No Aplica,NO,No Aplica,1,9,1,18-29,Internet,200
Orden creada,M,28,Cali,2,69749.0,C,Voluntario,SI,No Aplica,1,9,1,18-29,Internet,300
Rechazado,H,63,Cali,3,79049.0,C,No Aplica,NO,Otro,1,9,0,60-69,Internet-voz,300
Orden creada,M,51,Cali,3,63749.0,O,No Aplica,NO,No Aplica,1,9,1,50-59,Internet-voz,100
Rechazado,M,30,Yumbo,2,70549.0,N,No Aplica,NO,Otro,1,9,0,30-39,Internet-voz,200
Orden creada,H,40,Cali,4,70549.0,S,No Aplica,NO,No Aplica,1,9,1,40-49,Internet-voz,200
Orden creada,H,25,Jamundi,4,70549.0,S,No Aplica,NO,No Aplica,1,9,1,18-29,Internet-voz,200
Rechazado,H,53,Cali,4,70549.0,O,No Aplica,NO,Otro,1,9,0,50-59,Internet-voz,200
Orden creada,H,66,Jamundi,3,63749.0,S,No Aplica,NO,No Aplica,1,9,1,60-69,Internet-voz,100
Orden creada,H,41,Cali,4,66399.0,C,No Aplica,NO,No Aplica,1,9,1,40-49,Internet-voz,200
Orden creada,H,19,Cali,4,74399.0,O,No Aplica,NO,No Aplica,1,9,1,18-29,Internet-voz,300
Orden creada,H,40,Cali,6,70549.0,O,No Aplica,NO,No Aplica,1,9,1,40-49,Internet-voz,200
Orden creada,H,23,Cali,2,59999.0,S,No Aplica,NO,No Aplica,1,9,1,18-29,Internet-voz,100
Orden creada,H,24,Cali,5,79049.0,N,No Aplica,NO,No Aplica,1,9,1,18-29,Internet-voz,300
Rechazado,H,51,Jamundi,3,63749.0,S,No Aplica,NO,Otro,1,9,0,50-59,Internet-voz,100
Orden creada,H,54,Cali,1,63749.0,O,No Aplica,NO,No Aplica,1,9,1,50-59,Internet-voz,100
Orden creada,H,61,Cali,3,79049.0,N,No Aplica,NO,No Aplica,1,9,1,60-69,Internet-voz,300
Rechazado,M,20,Cali,1,63749.0,O,No Aplica,NO,Otro,1,9,0,18-29,Internet-voz,100
Orden creada,H,42,Jamundi,4,66399.0,S,Anulacion,SI,No Aplica,1,9,1,40-49,Internet-voz,200
Rechazado,H,43,Cali,5,70549.0,S,No Aplica,NO,Otro,1,9,0,40-49,Internet-voz,200
Orden creada,M,30,Cali,3,66399.0,C,Anulacion,SI,No Aplica,1,9,1,30-39,Internet-voz,200
Rechazado,H,18,Cali,2,69749.0,N,No Aplica,NO,Otro,1,9,0,18-29,Internet,300
Orden creada,H,26,Cali,2,79049.0,S,No Aplica,NO,No Aplica,1,10,1,18-29,Internet-voz,300
Rechazado,H,23,Cali,3,79049.0,C,No Aplica,NO,Otro,1,10,0,18-29,Internet-voz,300
Orden creada,H,22,Cali,2,79049.0,C,No Aplica,NO,No Aplica,1,10,1,18-29,Internet-voz,300
Rechazado,H,48,Cali,3,63749.0,N,No Aplica,NO,Otro,1,10,0,40-49,Internet-voz,100
Orden creada,H,29,Jamundi,4,63749.0,S,No Aplica,NO,No Aplica,1,10,1,18-29,Internet-voz,100
Orden creada,H,41,Cali,2,63749.0,S,No Aplica,NO,No Aplica,1,10,1,40-49,Internet-voz,100
Rechazado,M,29,Cali,3,63749.0,S,No Aplica,NO,Otro,1,10,0,18-29,Internet-voz,100
Orden creada,H,55,Cali,2,70549.0,S,No Aplica,NO,No Aplica,1,10,1,50-59,Internet-voz,200
Rechazado,H,31,Cali,3,63749.0,N,No Aplica,NO,Otro,1,10,0,30-39,Internet-voz,100
Anulado,H,30,Cali,3,59999.0,S,No Aplica,NO,No Aplica,1,10,0,30-39,Internet-voz,100
Orden creada,H,28,Cali,2,79049.0,C,No Aplica,NO,No Aplica,1,10,1,18-29,Internet-voz,300
Rechazado,H,52,Jamundi,2,63749.0,S,No Aplica,NO,Otro,1,10,0,50-59,Internet-voz,100
Orden creada,H,38,Cali,3,56249.0,S,No Aplica,NO,No Aplica,1,10,1,30-39,Internet,100
Orden creada,H,30,Cali,4,63749.0,S,No Aplica,NO,No Aplica,1,10,1,30-39,Internet-voz,100
Rechazado,H,57,Cali,2,70549.0,C,No Aplica,NO,Otro,1,10,0,50-59,Internet-voz,200
Rechazado,H,55,Cali,2,63749.0,O,No Aplica,NO,Otro,1,10,0,50-59,Internet-voz,100
Orden creada,M,63,Cali,2,63749.0,O,No Aplica,NO,No Aplica,1,10,1,60-69,Internet-voz,100
Orden creada,M,50,Cali,4,70549.0,S,No Aplica,NO,No Aplica,1,10,1,50-59,Internet-voz,200
Rechazado,H,51,Cali,3,70549.0,S,No Aplica,NO,Otro,1,10,0,50-59,Internet-voz,200
Rechazado,H,24,Cali,5,79049.0,N,No Aplica,NO,Otro,1,10,0,18-29,Internet-voz,300
Orden creada,H,45,Cali,3,70549.0,S,No Aplica,NO,No Aplica,1,10,1,40-49,Internet-voz,200
Orden creada,H,36,Cali,6,79049.0,O,No Aplica,NO,No Aplica,1,10,1,30-39,Internet-voz,300
Orden creada,H,31,Jamundi,4,79049.0,S,No Aplica,NO,No Aplica,1,10,1,30-39,Internet-voz,300
Orden creada,M,61,Cali,1,63749.0,O,No Aplica,NO,No Aplica,1,10,1,60-69,Internet-voz,100
Orden creada,H,38,Cali,5,79049.0,O,No Aplica,NO,No Aplica,1,10,1,30-39,Internet-voz,300
Orden creada,H,40,Cali,5,63749.0,O,No Aplica,NO,No Aplica,1,10,1,40-49,Internet-voz,100
Orden creada,H,41,Cali,5,69749.0,S,Voluntario,SI,No Aplica,1,10,1,40-49,Internet,300
Orden creada,H,64,Cali,3,59999.0,O,No Aplica,NO,No Aplica,1,10,1,60-69,Internet-voz,100
Orden creada,H,20,Cali,3,79049.0,S,No Aplica,NO,No Aplica,1,10,1,18-29,Internet-voz,300
Orden creada,H,51,Cali,1,63749.0,O,No Aplica,NO,No Aplica,1,10,1,50-59,Internet-voz,100
Rechazado,M,36,Cali,5,79049.0,S,No Aplica,NO,Otro,1,10,0,30-39,Internet-voz,300
Orden creada,H,30,Cali,2,69749.0,O,No Aplica,NO,No Aplica,1,10,1,30-39,Internet,300
Orden creada,H,37,Cali,3,70549.0,O,No Aplica,NO,No Aplica,1,10,1,30-39,Internet-voz,200
Orden creada,M,32,Cali,4,79049.0,S,No Aplica,NO,No Aplica,1,10,1,30-39,Internet-voz,300
Orden creada,M,23,Cali,5,70549.0,O,No Aplica,NO,No Aplica,1,10,1,18-29,Internet-voz,200
Orden creada,H,54,Cali,3,69749.0,S,Voluntario,SI,No Aplica,1,10,1,50-59,Internet,300
Orden creada,H,58,Cali,2,70549.0,C,No Aplica,NO,No Aplica,1,10,1,50-59,Internet-voz,200
Rechazado,H,53,Cali,5,70549.0,S,No Aplica,NO,Otro,1,10,0,50-59,Internet-voz,200
Orden creada,M,63,Cali,3,70549.0,O,No Aplica,NO,No Aplica,1,10,1,60-69,Internet-voz,200
Orden creada,H,45,Cali,1,63749.0,O,No Aplica,NO,No Aplica,1,10,1,40-49,Internet-voz,100
Orden creada,H,65,Cali,3,79049.0,N,No Aplica,NO,No Aplica,1,10,1,60-69,Internet-voz,300
Orden creada,M,51,Cali,4,79049.0,S,No Aplica,NO,No Aplica,1,10,1,50-59,Internet-voz,300
Rechazado,H,18,Cali,6,79049.0,S,No Aplica,NO,Otro,1,10,0,18-29,Internet-voz,300
Orden creada,M,59,Cali,6,79049.0,S,No Aplica,NO,No Aplica,1,10,1,50-59,Internet-voz,300
Orden creada,H,37,Cali,5,79049.0,N,No Aplica,NO,No Aplica,1,10,1,30-39,Internet-voz,300
Orden creada,H,66,Cali,5,79049.0,N,No Aplica,NO,No Aplica,1,10,1,60-69,Internet-voz,300
Orden creada,H,22,Jamundi,4,74399.0,S,Voluntario,SI,No Aplica,1,10,1,18-29,Internet-voz,300
Rechazado,M,19,Cali,2,63749.0,N,No Aplica,NO,Otro,1,10,0,18-29,Internet-voz,100
Orden creada,M,28,Cali,3,63749.0,O,No Aplica,NO,No Aplica,1,10,1,18-29,Internet-voz,100
Rechazado,H,59,Cali,2,66399.0,S,No Aplica,NO,Errores en la Solicitud,1,11,0,50-59,Internet-voz,200
Orden creada,H,50,Cali,6,70549.0,N,No Aplica,NO,No Aplica,1,11,1,50-59,Internet-voz,200
Rechazado,H,57,Cali,4,79049.0,C,No Aplica,NO,Otro,1,11,0,50-59,Internet-voz,300
Orden creada,H,48,Cali,5,79049.0,N,No Aplica,NO,No Aplica,1,11,1,40-49,Internet-voz,300
Rechazado,M,27,Cali,3,63749.0,S,No Aplica,NO,Tiempos y Procesos,1,11,0,18-29,Internet-voz,100
Orden creada,M,20,Cali,3,56249.0,S,No Aplica,NO,No Aplica,1,11,1,18-29,Internet,100
Orden creada,M,35,Cali,5,69749.0,S,No Aplica,NO,No Aplica,1,11,1,30-39,Internet,300
Orden creada,M,55,Jamundi,4,79049.0,O,No Aplica,NO,No Aplica,1,11,1,50-59,Internet-voz,300
Orden creada,M,52,Cali,3,74399.0,S,No Aplica,NO,No Aplica,1,11,1,50-59,Internet-voz,300
Rechazado,M,25,Cali,5,70549.0,N,No Aplica,NO,Otro,1,11,0,18-29,Internet-voz,200
Orden creada,H,49,Cali,3,69749.0,O,No Aplica,NO,No Aplica,1,11,1,40-49,Internet,300
Orden creada,H,38,Cali,4,74399.0,O,Anulacion,SI,No Aplica,1,11,1,30-39,Internet-voz,300
Orden creada,H,43,Cali,3,79049.0,O,No Aplica,NO,No Aplica,1,11,1,40-49,Internet-voz,300
Orden creada,H,37,Cali,4,79049.0,N,No Aplica,NO,No Aplica,1,11,1,30-39,Internet-voz,300
Orden creada,H,21,Cali,6,79049.0,O,No Aplica,NO,No Aplica,1,11,1,18-29,Internet-voz,300
Orden creada,H,47,Cali,4,79049.0,S,No Aplica,NO,No Aplica,1,11,1,40-49,Internet-voz,300
Orden creada,H,44,Cali,5,79049.0,S,No Aplica,NO,No Aplica,1,11,1,40-49,Internet-voz,300
Orden creada,H,44,Cali,4,63749.0,S,No Aplica,NO,No Aplica,1,11,1,40-49,Internet-voz,100
Orden creada,H,37,Cali,4,70549.0,C,Anulacion,SI,No Aplica,1,11,1,30-39,Internet-voz,200
Rechazado,H,34,Cali,2,63749.0,C,No Aplica,NO,Otro,1,11,0,30-39,Internet-voz,100
Orden creada,H,40,Cali,3,63749.0,N,No Aplica,NO,No Aplica,1,11,1,40-49,Internet-voz,100
Orden creada,H,29,Cali,4,79049.0,C,No Aplica,NO,No Aplica,1,11,1,18-29,Internet-voz,300
Orden creada,H,23,Cali,4,79049.0,C,No Aplica,NO,No Aplica,1,11,1,18-29,Internet-voz,300
Orden creada,H,64,Cali,4,79049.0,S,No Aplica,NO,No Aplica,1,11,1,60-69,Internet-voz,300
Orden creada,M,51,Cali,1,70549.0,O,No Aplica,NO,No Aplica,1,11,1,50-59,Internet-voz,200
Orden creada,M,23,Cali,6,59999.0,S,Anulacion,SI,No Aplica,1,11,1,18-29,Internet-voz,100
Orden creada,H,25,Cali,3,63749.0,C,No Aplica,NO,No Aplica,1,11,1,18-29,Internet-voz,100
Orden creada,H,24,Cali,2,63749.0,C,No Aplica,NO,No Aplica,1,11,1,18-29,Internet-voz,100
Rechazado,H,24,Cali,3,79049.0,O,No Aplica,NO,Otro,1,11,0,18-29,Internet-voz,300
Rechazado,H,26,Cali,4,79049.0,O,No Aplica,NO,Otro,1,11,0,18-29,Internet-voz,300
Orden creada,M,55,Cali,4,63749.0,O,No Aplica,NO,No Aplica,1,11,1,50-59,Internet-voz,100
Orden creada,H,50,Cali,2,59999.0,N,No Aplica,NO,No Aplica,1,11,1,50-59,Internet-voz,100
Orden creada,H,45,Cali,5,70549.0,S,No Aplica,NO,No Aplica,1,11,1,40-49,Internet-voz,200
Rechazado,H,44,Cali,3,79049.0,N,No Aplica,NO,Otro,1,11,0,40-49,Internet-voz,300
Orden creada,M,41,Cali,4,70549.0,S,No Aplica,NO,No Aplica,1,11,1,40-49,Internet-voz,200
Orden creada,M,56,Cali,1,69749.0,O,No Aplica,NO,No Aplica,1,11,1,50-59,Internet,300
Orden creada,M,60,Cali,3,69749.0,C,No Aplica,NO,No Aplica,1,11,1,60-69,Internet,300
Orden creada,H,30,Cali,3,70549.0,S,No Aplica,NO,No Aplica,1,11,1,30-39,Internet-voz,200
Orden creada,H,62,Cali,3,62250.0,C,No Aplica,NO,No Aplica,1,11,1,60-69,Internet,200
Orden creada,H,19,Cali,6,79049.0,O,No Aplica,NO,No Aplica,1,11,1,18-29,Internet-voz,300
Rechazado,H,34,Cali,4,66400.0,O,No Aplica,NO,Tiempos y Procesos,1,11,0,30-39,Internet,200
Orden creada,H,34,Jamundi,2,70549.0,S,Voluntario,SI,No Aplica,1,11,1,30-39,Internet-voz,200
Anulado,H,25,Cali,3,66399.0,S,No Aplica,NO,No Aplica,1,11,0,18-29,Internet-voz,200
Orden creada,H,37,Cali,3,62250.0,S,Anulacion,SI,No Aplica,1,11,1,30-39,Internet,200
Rechazado,H,38,Cali,3,62250.0,C,No Aplica,NO,Otro,1,12,0,30-39,Internet,200
Rechazado,H,33,Cali,6,79049.0,O,No Aplica,NO,Otro,1,12,0,30-39,Internet-voz,300
Orden creada,H,23,Cali,3,70549.0,O,No Aplica,NO,No Aplica,1,12,1,18-29,Internet-voz,200
Orden creada,H,20,Cali,2,79049.0,N,No Aplica,NO,No Aplica,1,12,1,18-29,Internet-voz,300
Orden creada,H,43,Cali,4,56249.0,S,No Aplica,NO,No Aplica,1,12,1,40-49,Internet,100
Orden creada,M,31,Cali,2,56249.0,C,No Aplica,NO,No Aplica,1,12,1,30-39,Internet,100
Orden creada,H,42,Cali,2,79049.0,S,No Aplica,NO,No Aplica,1,12,1,40-49,Internet-voz,300
Orden creada,M,59,Cali,5,70549.0,S,No Aplica,NO,No Aplica,1,12,1,50-59,Internet-voz,200
Orden creada,H,35,Cali,2,63749.0,S,No Aplica,NO,No Aplica,1,12,1,30-39,Internet-voz,100
Orden creada,H,33,Cali,3,59999.0,O,No Aplica,NO,No Aplica,1,12,1,30-39,Internet-voz,100
Orden creada,M,60,Cali,4,79049.0,S,No Aplica,NO,No Aplica,1,12,1,60-69,Internet-voz,300
Orden creada,H,66,Cali,5,79049.0,C,No Aplica,NO,No Aplica,1,12,1,60-69,Internet-voz,300
Orden creada,M,60,Cali,3,79049.0,O,No Aplica,NO,No Aplica,1,12,1,60-69,Internet-voz,300
Orden creada,H,46,Cali,2,63749.0,O,No Aplica,NO,No Aplica,1,12,1,40-49,Internet-voz,100
Orden creada,H,32,Cali,4,79049.0,N,No Aplica,NO,No Aplica,1,12,1,30-39,Internet-voz,300
Rechazado,H,43,Cali,2,63749.0,S,No Aplica,NO,Otro,1,12,0,40-49,Internet-voz,100
Orden creada,M,37,Cali,3,63749.0,C,Anulacion,SI,No Aplica,1,12,1,30-39,Internet-voz,100
Orden creada,H,18,Cali,1,79049.0,C,No Aplica,NO,No Aplica,1,12,1,18-29,Internet-voz,300
Orden creada,H,57,Jamundi,4,70549.0,S,No Aplica,NO,No Aplica,1,12,1,50-59,Internet-voz,200
Orden creada,H,31,Cali,3,63749.0,N,No Aplica,NO,No Aplica,1,12,1,30-39,Internet-voz,100
Orden creada,H,38,Cali,3,63749.0,O,No Aplica,NO,No Aplica,1,12,1,30-39,Internet-voz,100
Orden creada,H,42,Cali,3,63749.0,O,No Aplica,NO,No Aplica,1,12,1,40-49,Internet-voz,100
Orden creada,M,53,Cali,5,79049.0,N,No Aplica,NO,No Aplica,1,12,1,50-59,Internet-voz,300
Orden creada,M,42,Cali,1,63749.0,O,No Aplica,NO,No Aplica,1,12,1,40-49,Internet-voz,100
Orden creada,H,62,Cali,2,70549.0,O,No Aplica,NO,No Aplica,1,12,1,60-69,Internet-voz,200
Orden creada,H,21,Cali,4,70549.0,S,No Aplica,NO,No Aplica,1,12,1,18-29,Internet-voz,200
Orden creada,H,42,Cali,6,79049.0,S,No Aplica,NO,No Aplica,1,12,1,40-49,Internet-voz,300
Orden creada,M,52,Cali,6,79049.0,S,No Aplica,NO,No Aplica,1,12,1,50-59,Internet-voz,300
Rechazado,M,28,Cali,5,70549.0,O,No Aplica,NO,Otro,1,12,0,18-29,Internet-voz,200
Orden creada,H,24,Jamundi,4,66399.0,S,Voluntario,SI,No Aplica,1,12,1,18-29,Internet-voz,200
Rechazado,H,57,Cali,2,63749.0,S,No Aplica,NO,Otro,1,12,0,50-59,Internet-voz,100
Rechazado,M,30,Cali,2,63749.0,S,No Aplica,NO,Otro,1,12,0,30-39,Internet-voz,100
Rechazado,H,32,Cali,4,79049.0,O,No Aplica,NO,Otro,1,12,0,30-39,Internet-voz,300
Orden creada,H,33,Cali,6,79049.0,O,No Aplica,NO,No Aplica,1,12,1,30-39,Internet-voz,300
Rechazado,H,20,Cali,4,79049.0,S,No Aplica,NO,Otro,1,12,0,18-29,Internet-voz,300
Rechazado,H,35,Cali,5,79049.0,N,No Aplica,NO,Otro,1,12,0,30-39,Internet-voz,300
Orden creada,M,31,Cali,3,79049.0,C,No Aplica,NO,No Aplica,1,12,1,30-39,Internet-voz,300
Rechazado,H,31,Cali,4,63749.0,S,No Aplica,NO,Otro,1,12,0,30-39,Internet-voz,100
Orden creada,H,25,Cali,3,59999.0,N,Cartera,SI,No Aplica,1,12,1,18-29,Internet-voz,100
Orden creada,M,25,Cali,2,63749.0,S,No Aplica,NO,No Aplica,1,12,1,18-29,Internet-voz,100
Rechazado,H,39,Cali,6,79049.0,C,No Aplica,NO,Otro,1,12,0,30-39,Internet-voz,300
Orden creada,H,32,Cali,5,79049.0,N,No Aplica,NO,No Aplica,1,12,1,30-39,Internet-voz,300
Orden creada,H,23,Cali,5,69749.0,S,No Aplica,NO,No Aplica,1,12,1,18-29,Internet,300
Rechazado,M,37,Cali,3,70549.0,O,No Aplica,NO,Otro,1,12,0,30-39,Internet-voz,200
Rechazado,M,50,Cali,3,79049.0,N,No Aplica,NO,Otro,1,12,0,50-59,Internet-voz,300
Orden creada,M,40,Cali,4,79049.0,O,No Aplica,NO,No Aplica,1,12,1,40-49,Internet-voz,300
Rechazado,M,64,Cali,6,63749.0,O,No Aplica,NO,Tiempos y Procesos,1,12,0,60-69,Internet-voz,100
Orden creada,H,55,Cali,3,66399.0,C,No Aplica,NO,No Aplica,1,12,1,50-59,Internet-voz,200
Orden creada,M,47,Jamundi,4,70549.0,S,No Aplica,NO,No Aplica,1,13,1,40-49,Internet-voz,200
Orden creada,M,31,Cali,5,70549.0,N,No Aplica,NO,No Aplica,1,13,1,30-39,Internet-voz,200
Rechazado,H,22,Cali,1,79049.0,C,No Aplica,NO,Otro,1,13,0,18-29,Internet-voz,300
Rechazado,H,51,Cali,2,63749.0,C,No Aplica,NO,Tiempos y Procesos,1,13,0,50-59,Internet-voz,100
Orden creada,H,32,Cali,5,79049.0,N,No Aplica,NO,No Aplica,1,13,1,30-39,Internet-voz,300
Orden creada,H,29,Cali,5,79049.0,S,No Aplica,NO,No Aplica,1,13,1,18-29,Internet-voz,300
Orden creada,H,39,Cali,2,63749.0,C,No Aplica,NO,No Aplica,1,13,1,30-39,Internet-voz,100
Orden creada,H,45,Cali,4,79049.0,S,No Aplica,NO,No Aplica,1,13,1,40-49,Internet-voz,300
Orden creada,M,18,Cali,5,79049.0,S,No Aplica,NO,No Aplica,1,13,1,18-29,Internet-voz,300
Rechazado,M,27,Cali,2,63749.0,C,No Aplica,NO,Tiempos y Procesos,1,13,0,18-29,Internet-voz,100
Rechazado,M,66,Cali,4,63749.0,S,No Aplica,NO,Otro,1,13,0,60-69,Internet-voz,100
Orden creada,M,39,Cali,3,63749.0,N,No Aplica,NO,No Aplica,1,13,1,30-39,Internet-voz,100
