is_actived,Genero,Edad,city_owner,estrato,plan,id_plan,price_plan,user_creation_id,cdo,plan_type,ventas_Retiradas_causales,Retiro,id_comuna,Comuna,duracion_contrato,dia_semana_num,mes
Orden creada,H,26,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8723,0005S2313,Dupla,No Aplica,NO,8,Comuna 08,352,5,3
Orden creada,M,37,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8724,0013S10390,Dupla,No Aplica,NO,21,Comuna 21,352,5,3
Orden creada,H,49,Cali,3,INTERNET 100MB,1271,56249.0,8682,0012S4847,Internet,No Aplica,NO,19,Comuna 19,352,5,3
Orden creada,M,56,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8725,0019S5355,Dupla,Voluntario,SI,6,Comuna 06,10,5,3
Orden creada,H,59,Cali,4,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8726,0017S8870,Dupla,No Aplica,NO,38,Área de Expansión Urbana,352,5,3
Orden creada,H,34,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8728,0019S2731,Dupla,Anulacion,SI,5,Comuna 05,38,5,3
Orden creada,H,41,Cali,4,INTERNET 200MB,1272,62250.0,8727,0017S0981,Internet,Anulacion,SI,17,Comuna 17,19,5,3
Orden creada,M,33,Jamundi,4,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8729,0004S1239,Dupla,No Aplica,NO,44,Comuna NR,352,5,3
Orden creada,M,55,Jamundi,5,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8730,0004S0139,Dupla,No Aplica,NO,0,NR,352,5,3
Orden creada,M,31,Cali,5,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8731,0029S5546,Dupla,No Aplica,NO,3,Comuna 03,352,5,3
Orden creada,M,18,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8733,0013S10040,Dupla,No Aplica,NO,21,Comuna 21,352,5,3
Orden creada,H,61,Cali,6,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8734,0012S5042,Dupla,No Aplica,NO,19,Comuna 19,352,5,3
Orden creada,M,29,Cali,5,TRPLE TV+TEL ILIM+INT 100MB-22,1265,113999.0,8732,0012S0372,Triple,No Aplica,NO,19,Comuna 19,352,5,3
Orden creada,H,54,Cali,4,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8736,0029S3424,Dupla,No Aplica,NO,2,Comuna 02,352,5,3
Orden creada,H,45,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,8735,0005S5816,Dupla,Anulacion,SI,7,Comuna 07,55,5,3
Rechazado,M,37,Cali,6,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8737,0029S0228,Dupla,No Aplica,NO,3,Comuna 03,352,5,3
Rechazado,H,40,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8738,0005S2129,Dupla,No Aplica,NO,12,Comuna 12,352,5,3
Orden creada,M,27,Cali,4,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8739,0019S3839,Dupla,No Aplica,NO,2,Comuna 02,352,5,3
Orden creada,H,42,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8740,0001S0725,Dupla,No Aplica,NO,9,Comuna 09,352,5,3
Orden creada,H,49,Cali,5,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8741,0019S4274,Dupla,No Aplica,NO,2,Comuna 02,352,5,3
Orden creada,M,31,Cali,5,INTERNET 100MB,1271,59999.0,8742,0019S0223,Internet,No Aplica,NO,2,Comuna 02,352,5,3
Orden creada,M,23,Cali,5,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8743,0005S4145,Dupla,No Aplica,NO,5,Comuna 05,352,5,3
Orden creada,M,27,Cali,3,INTERNET 200MB,1272,62250.0,8666,0005S5816,Internet,No Aplica,NO,7,Comuna 07,352,5,3
Orden creada,M,34,Cali,5,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8744,0019S0264,Dupla,No Aplica,NO,2,Comuna 02,352,5,3
Orden creada,H,62,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8745,0013S8200,Dupla,No Aplica,NO,14,Comuna 14,351,5,3
Orden creada,H,56,Cali,1,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,7636,0013S4898,Dupla,No Aplica,NO,15,Comuna 15,351,5,3
Orden creada,H,22,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8748,0017S8203,Dupla,No Aplica,NO,18,Comuna 18,351,5,3
Orden creada,H,61,Cali,4,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8746,0017S5849,Dupla,No Aplica,NO,17,Comuna 17,351,5,3
Orden creada,H,57,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8749,0013S0731,Dupla,Cartera,SI,15,Comuna 15,227,5,3
Rechazado,H,18,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8750,0013S10530,Dupla,No Aplica,NO,13,Comuna 13,351,5,3
Orden creada,H,47,Cali,3,INTERNET 100MB,1271,56249.0,8747,0001S0903,Internet,No Aplica,NO,10,Comuna 10,351,5,3
Orden creada,H,25,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8754,0001S0662,Dupla,No Aplica,NO,9,Comuna 09,351,6,3
Orden creada,H,56,Cali,5,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8755,0029S0669,Dupla,No Aplica,NO,19,Comuna 19,351,6,3
Orden creada,H,42,Cali,4,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8756,0029S5246,Dupla,No Aplica,NO,2,Comuna 02,351,6,3
Orden creada,M,35,Cali,4,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8758,0017S6277,Dupla,No Aplica,NO,17,Comuna 17,351,6,3
Orden creada,M,49,Yumbo,3,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8760,0021S0425,Dupla,No Aplica,NO,40,Comuna 01,351,6,3
Orden creada,M,60,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8757,0019S5342,Dupla,No Aplica,NO,6,Comuna 06,351,6,3
Orden creada,H,28,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8762,0013S7958,Dupla,No Aplica,NO,14,Comuna 14,351,6,3
Rechazado,H,43,Cali,6,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8763,0029S0527,Dupla,No Aplica,NO,2,Comuna 02,351,6,3
Orden creada,H,59,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8764,0013S0252,Dupla,No Aplica,NO,15,Comuna 15,351,6,3
Orden creada,H,26,Cali,1,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8765,0013S8536,Dupla,No Aplica,NO,14,Comuna 14,351,6,3
Orden creada,H,52,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8766,0013S7962,Dupla,No Aplica,NO,14,Comuna 14,351,6,3
Orden creada,H,61,Cali,5,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8767,0012S2428,Dupla,No Aplica,NO,19,Comuna 19,351,6,3
Orden creada,H,38,Cali,5,DPL BA 500MB+VOZ ILIM-22,1262,149999.0,8768,0017S9787,Dupla,No Aplica,NO,17,Comuna 17,351,6,3
Orden creada,H,24,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8769,0005S0661,Dupla,Cartera,SI,7,Comuna 07,284,6,3
Orden creada,H,23,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8770,0013S0249,Dupla,No Aplica,NO,15,Comuna 15,351,6,3
Orden creada,H,30,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8771,0013S2418,Dupla,No Aplica,NO,16,Comuna 16,351,6,3
Orden creada,H,22,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8773,0005S2313,Dupla,No Aplica,NO,8,Comuna 08,351,6,3
Orden creada,H,32,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8775,0013S8003,Dupla,No Aplica,NO,14,Comuna 14,351,6,3
Orden creada,M,58,Yumbo,2,INTERNET 200MB,1272,62250.0,8772,0021S0513,Internet,Voluntario,SI,40,Comuna 01,167,6,3
Orden creada,M,26,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,8776,0013S1686,Dupla,No Aplica,NO,16,Comuna 16,351,6,3
Orden creada,M,52,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8777,0013S0252,Dupla,No Aplica,NO,15,Comuna 15,351,6,3
Orden creada,M,49,Cali,1,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8778,0013S10436,Dupla,No Aplica,NO,21,Comuna 21,351,6,3
Orden creada,H,41,Cali,5,INTERNET 200MB,1272,66400.0,8779,0029S0679,Internet,No Aplica,NO,19,Comuna 19,351,6,3
Orden creada,H,26,Cali,3,INTERNET 300MB,1273,69749.0,8738,0005S2129,Internet,No Aplica,NO,12,Comuna 12,351,6,3
Orden creada,M,65,Cali,6,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8781,0029S0336,Dupla,No Aplica,NO,2,Comuna 02,351,6,3
Orden creada,M,18,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8782,0013S2041,Dupla,No Aplica,NO,16,Comuna 16,351,6,3
Orden creada,H,54,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8783,0013S10506,Dupla,No Aplica,NO,13,Comuna 13,351,6,3
Orden creada,H,27,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8785,0019S5360,Dupla,No Aplica,NO,6,Comuna 06,351,6,3
Rechazado,H,55,Yumbo,3,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8786,0021S0410,Dupla,No Aplica,NO,40,Comuna 01,351,6,3
Orden creada,M,29,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8787,0013S0662,Dupla,No Aplica,NO,15,Comuna 15,351,6,3
Orden creada,H,36,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8789,0019S5270,Dupla,No Aplica,NO,6,Comuna 06,351,6,3
Orden creada,H,48,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8791,0013S0844,Dupla,Cartera,SI,15,Comuna 15,226,6,3
Orden creada,M,40,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8790,0005S3253,Dupla,Cartera,SI,12,Comuna 12,226,6,3
Orden creada,H,55,Yumbo,2,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,8759,0021S0497,Dupla,Anulacion,SI,40,Comuna 01,18,6,3
Orden creada,H,56,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8792,0019S5321,Dupla,No Aplica,NO,6,Comuna 06,351,6,3
Orden creada,H,44,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8788,0013S10505,Dupla,No Aplica,NO,13,Comuna 13,351,6,3
Orden creada,H,31,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8793,0013S10383,Dupla,No Aplica,NO,21,Comuna 21,351,6,3
Orden creada,M,36,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,7739,0019S5286,Dupla,No Aplica,NO,6,Comuna 06,351,6,3
Orden creada,M,56,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8795,0001S3506,Dupla,No Aplica,NO,11,Comuna 11,351,6,3
Orden creada,M,39,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8797,0013S10390,Dupla,No Aplica,NO,21,Comuna 21,351,6,3
Orden creada,M,51,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8798,0013S7625,Dupla,No Aplica,NO,14,Comuna 14,351,6,3
Orden creada,M,60,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8796,0013S3532,Dupla,No Aplica,NO,13,Comuna 13,351,6,3
Orden creada,H,19,Yumbo,3,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8799,0021S0416,Dupla,No Aplica,NO,40,Comuna 01,351,6,3
Orden creada,H,48,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8800,0013S10448,Dupla,No Aplica,NO,21,Comuna 21,351,6,3
Rechazado,H,25,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8801,0005S0468,Dupla,No Aplica,NO,7,Comuna 07,351,6,3
Orden creada,M,58,Cali,1,INTERNET 100MB,1271,56249.0,8802,0013S6504,Internet,No Aplica,NO,14,Comuna 14,351,6,3
Orden creada,H,36,Cali,3,INTERNET 300MB,1273,69749.0,8804,0005S4235,Internet,Voluntario,SI,4,Comuna 04,113,6,3
Orden creada,M,39,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8805,0005S3232,Dupla,No Aplica,NO,12,Comuna 12,351,6,3
Orden creada,H,53,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,8806,0017S8486,Dupla,No Aplica,NO,18,Comuna 18,351,6,3
Orden creada,H,26,Cali,5,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8810,0029S5626,Dupla,No Aplica,NO,3,Comuna 03,351,6,3
Rechazado,M,40,Yumbo,3,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8811,0021S0414,Dupla,No Aplica,NO,40,Comuna 01,351,6,3
Orden creada,H,41,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8812,0005S2215,Dupla,Cartera,SI,12,Comuna 12,317,6,3
Orden creada,H,49,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8813,0005S4129,Dupla,No Aplica,NO,5,Comuna 05,351,6,3
Orden creada,H,47,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8814,0017S4763,Dupla,No Aplica,NO,18,Comuna 18,351,6,3
Orden creada,M,24,Cali,2,INTERNET 100MB,1271,56249.0,8815,0013S1023,Internet,No Aplica,NO,16,Comuna 16,351,6,3
Orden creada,H,50,Cali,6,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8816,0018S0194,Dupla,No Aplica,NO,2,Comuna 02,350,6,3
Orden creada,H,55,Jamundi,4,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8819,0004S2186,Dupla,No Aplica,NO,44,Comuna NR,350,6,3
Rechazado,M,45,Cali,4,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8708,0017S7905,Dupla,No Aplica,NO,18,Comuna 18,350,6,3
Orden creada,M,38,Cali,1,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8821,0013S7630,Dupla,No Aplica,NO,14,Comuna 14,350,6,3
Orden creada,H,22,Cali,4,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,8824,0017S1877,Dupla,No Aplica,NO,38,Área de Expansión Urbana,350,7,3
Orden creada,H,22,Cali,2,INTERNET 300MB,1273,69749.0,8825,0019S5275,Internet,No Aplica,NO,6,Comuna 06,350,7,3
Orden creada,H,41,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8827,0019S5274,Dupla,No Aplica,NO,6,Comuna 06,350,7,3
Orden creada,M,49,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8829,0013S8091,Dupla,No Aplica,NO,14,Comuna 14,350,7,3
Orden creada,H,54,Cali,1,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8830,0013S10772,Dupla,No Aplica,NO,21,Comuna 21,350,7,3
Rechazado,M,22,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8832,0013S10773,Dupla,No Aplica,NO,21,Comuna 21,350,7,3
Orden creada,M,29,Cali,4,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8833,0019S1378,Dupla,No Aplica,NO,2,Comuna 02,350,7,3
Orden creada,M,51,Cali,4,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8834,0019S3845,Dupla,No Aplica,NO,2,Comuna 02,350,7,3
Orden creada,H,42,Yumbo,2,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8835,0021S0487,Dupla,No Aplica,NO,40,Comuna 01,350,7,3
Orden creada,H,52,Yumbo,2,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8837,0021S0495,Dupla,No Aplica,NO,40,Comuna 01,350,7,3
Orden creada,H,35,Jamundi,4,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8840,0004S0514,Dupla,No Aplica,NO,44,Comuna NR,350,7,3
Orden creada,H,37,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8841,0013S1909,Dupla,No Aplica,NO,16,Comuna 16,350,7,3
Orden creada,H,32,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8843,0019S4234,Dupla,No Aplica,NO,2,Comuna 02,349,7,3
Orden creada,M,60,Cali,3,INTERNET 300MB,1273,69749.0,8842,0029S2650,Internet,No Aplica,NO,9,Comuna 09,349,7,3
Rechazado,H,23,Cali,2,INTERNET 200MB,1272,62250.0,8844,0013S5771,Internet,No Aplica,NO,13,Comuna 13,349,7,3
Orden creada,H,44,Cali,2,INTERNET 200MB,1272,62250.0,8846,0013S0316,Internet,No Aplica,NO,15,Comuna 15,349,7,3
Orden creada,M,25,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,8845,0017S2368,Dupla,No Aplica,NO,38,Área de Expansión Urbana,349,7,3
Orden creada,M,23,Cali,3,INTERNET 100MB,1271,56249.0,8831,0019S3267,Internet,No Aplica,NO,5,Comuna 05,349,1,3
Orden creada,H,20,Cali,4,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,8853,0001S1174,Dupla,No Aplica,NO,10,Comuna 10,349,1,3
Orden creada,H,33,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,6959,0013S4421,Dupla,No Aplica,NO,15,Comuna 15,349,1,3
Orden creada,H,28,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,7722,0005S4326,Dupla,No Aplica,NO,4,Comuna 04,349,1,3
Rechazado,M,60,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8858,0013S10327,Dupla,No Aplica,NO,21,Comuna 21,349,1,3
Orden creada,H,40,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8859,0013S8231,Dupla,No Aplica,NO,14,Comuna 14,349,1,3
Orden creada,H,22,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8860,0001S3333,Dupla,Anulacion,SI,11,Comuna 11,7,1,3
Orden creada,H,26,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8862,0013S7574,Dupla,No Aplica,NO,14,Comuna 14,349,1,3
Orden creada,H,60,Yumbo,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8863,0021S0575,Dupla,No Aplica,NO,0,NR,349,1,3
Orden creada,H,30,Cali,1,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8864,0013S3837,Dupla,No Aplica,NO,13,Comuna 13,349,1,3
Orden creada,M,21,Jamundi,3,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,8836,0004S0471,Dupla,No Aplica,NO,44,Comuna NR,349,1,3
Orden creada,H,62,Cali,3,INTERNET 200MB,1272,62250.0,8865,0017S8474,Internet,No Aplica,NO,18,Comuna 18,348,1,3
Orden creada,H,32,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8866,0013S10184,Dupla,No Aplica,NO,21,Comuna 21,348,1,3
Orden creada,H,63,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,8867,0029S3261,Dupla,No Aplica,NO,19,Comuna 19,348,1,3
Orden creada,M,49,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8869,0001S0752,Dupla,No Aplica,NO,9,Comuna 09,348,1,3
Orden creada,H,41,Cali,3,INTERNET 200MB,1272,62250.0,8761,0005S0438,Internet,No Aplica,NO,7,Comuna 07,348,1,3
Rechazado,H,53,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8871,0029S5527,Dupla,No Aplica,NO,3,Comuna 03,348,1,3
Orden creada,H,39,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8872,0001S0788,Dupla,Cartera,SI,9,Comuna 09,261,1,3
Orden creada,H,22,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8704,0001S0783,Dupla,No Aplica,NO,9,Comuna 09,348,2,3
Orden creada,H,53,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,8879,0005S0647,Dupla,Voluntario,SI,7,Comuna 07,203,2,3
Orden creada,H,27,Jamundi,3,INTERNET 300MB,1273,69749.0,8880,0004S0498,Internet,No Aplica,NO,44,Comuna NR,348,2,3
Rechazado,H,61,Cali,1,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8538,0012S2834,Dupla,No Aplica,NO,20,Comuna 20,348,2,3
Rechazado,H,37,Cali,4,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8882,0019S3843,Dupla,No Aplica,NO,2,Comuna 02,348,2,3
Orden creada,H,29,Cali,5,DPL BA 500MB+VOZ ILIM-22,1262,149999.0,8883,0029S0430,Dupla,Voluntario,SI,0,NR,170,2,3
Orden creada,H,18,Cali,1,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8884,0029S4494,Dupla,No Aplica,NO,1,Comuna 01,348,2,3
Orden creada,M,48,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8885,0019S5362,Dupla,No Aplica,NO,6,Comuna 06,348,2,3
Orden creada,M,46,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8886,0019S2607,Dupla,No Aplica,NO,5,Comuna 05,348,2,3
Orden creada,M,46,Jamundi,4,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8887,0004S1298,Dupla,No Aplica,NO,44,Comuna NR,348,2,3
Orden creada,H,57,Cali,5,INTERNET 300MB,1273,74399.0,8888,0029S0671,Internet,No Aplica,NO,19,Comuna 19,348,2,3
Orden creada,M,56,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8889,0017S8084,Dupla,No Aplica,NO,18,Comuna 18,348,2,3
Orden creada,H,42,Cali,5,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8668,0019S3858,Dupla,No Aplica,NO,2,Comuna 02,348,2,3
Orden creada,H,45,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,130,0017S6515,Dupla,No Aplica,NO,17,Comuna 17,348,2,3
Orden creada,H,49,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8890,0019S5851,Dupla,No Aplica,NO,6,Comuna 06,348,2,3
Orden creada,M,54,Cali,1,INTERNET 200MB,1272,66400.0,3420,0005S5997,Internet,No Aplica,NO,13,Comuna 13,348,2,3
Orden creada,M,50,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8892,0017S8433,Dupla,No Aplica,NO,18,Comuna 18,348,2,3
Rechazado,M,58,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8895,0013S3504,Dupla,No Aplica,NO,13,Comuna 13,348,2,3
Orden creada,H,31,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8896,0029S5528,Dupla,No Aplica,NO,3,Comuna 03,348,2,3
Orden creada,H,58,Cali,3,INTERNET 300MB,1273,69749.0,8894,0019S5948,Internet,No Aplica,NO,6,Comuna 06,348,2,3
Rechazado,M,63,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8897,0005S0144,Dupla,No Aplica,NO,6,Comuna 06,348,2,3
Orden creada,M,21,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8898,0005S4250,Dupla,No Aplica,NO,5,Comuna 05,348,2,3
Orden creada,H,65,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8899,0017S6659,Dupla,No Aplica,NO,17,Comuna 17,348,2,3
Orden creada,H,50,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8900,0017S8493,Dupla,No Aplica,NO,18,Comuna 18,348,2,3
Orden creada,M,20,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8904,0019S5040,Dupla,No Aplica,NO,4,Comuna 04,348,2,3
Orden creada,H,65,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8902,0013S3592,Dupla,No Aplica,NO,13,Comuna 13,348,2,3
Orden creada,H,21,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8906,0029S3816,Dupla,No Aplica,NO,3,Comuna 03,348,2,3
Orden creada,H,26,Cali,5,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,8881,0029S0675,Dupla,No Aplica,NO,19,Comuna 19,348,2,3
Orden creada,M,42,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8911,0013S7218,Dupla,No Aplica,NO,14,Comuna 14,348,2,3
Orden creada,H,48,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8914,0013S7218,Dupla,No Aplica,NO,14,Comuna 14,348,2,3
Orden creada,M,26,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8907,0005S5188,Dupla,No Aplica,NO,7,Comuna 07,348,2,3
Orden creada,M,36,Cali,1,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8915,0013S10506,Dupla,No Aplica,NO,13,Comuna 13,348,2,3
Orden creada,H,37,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8916,0013S3540,Dupla,No Aplica,NO,13,Comuna 13,348,2,3
Orden creada,H,46,Cali,3,INTERNET 300MB,1273,69749.0,8913,0029S2879,Internet,Anulacion,SI,19,Comuna 19,15,2,3
Orden creada,M,40,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8919,0005S1820,Dupla,No Aplica,NO,8,Comuna 08,348,2,3
Orden creada,M,41,Cali,4,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8920,0019S3844,Dupla,No Aplica,NO,2,Comuna 02,348,2,3
Orden creada,H,62,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8921,0005S6652,Dupla,No Aplica,NO,8,Comuna 08,348,2,3
Orden creada,M,50,Cali,6,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8922,0012S4607,Dupla,No Aplica,NO,19,Comuna 19,348,2,3
Rechazado,H,66,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8923,0013S10514,Dupla,No Aplica,NO,13,Comuna 13,348,2,3
Orden creada,M,31,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8924,0013S7190,Dupla,No Aplica,NO,14,Comuna 14,348,2,3
Rechazado,H,66,Cali,6,DPL BA 200MB+VOZ ILIM-22,1260,70549.0,8926,0005S2313,Dupla,No Aplica,NO,8,Comuna 08,348,2,3
Orden creada,M,49,Cali,5,INTERNET 100MB,1271,56249.0,8927,0017S4594,Internet,Anulacion,SI,38,Área de Expansión Urbana,15,2,3
Orden creada,M,57,Cali,4,DPL BA 300MB+VOZ ILIM-22,1261,79049.0,8903,0019S1368,Dupla,No Aplica,NO,2,Comuna 02,348,2,3
Orden creada,M,55,Cali,3,INTERNET 100MB,1271,56249.0,8536,0017S7730,Internet,No Aplica,NO,18,Comuna 18,348,2,3
Orden creada,M,40,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,63749.0,8929,0019S5260,Dupla,No Aplica,NO,6,Comuna 06,348,2,3
