is_actived,Genero,Edad,city_owner,estrato,plan,id_plan,price_plan,user_creation_id,cdo,plan_type,ventas_Retiradas_causales,Retiro,id_comuna,Comuna,duracion_contrato,dia_semana_num,mes
Orden creada,H,24,Cali,1,INTERNET 100MB,1271,56249.0,1012,0013S8162,Internet,Voluntario,SI,14,Comuna 14,252,1,7
Orden creada,M,19,Cali,4,INTERNET 100MB,1271,56249.0,1014,0017S1977,Internet,Cartera,SI,38,Área de Expansión Urbana,358,2,7
Orden creada,M,20,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1022,0001S0795,Dupla,No Aplica,NO,9,Comuna 09,607,2,7
Orden creada,M,53,Jamundi,3,INTERNET 300MB,1273,69749.0,1027,0004S2107,Internet,No Aplica,NO,44,Comuna NR,605,4,7
Orden creada,H,21,Cali,4,INTERNET 300MB,1273,69749.0,1046,0019S0061,Internet,No Aplica,NO,2,Comuna 02,605,4,7
Rechazado,M,27,Cali,3,INTERNET 100MB,1271,56249.0,964,0013S0417,Internet,No Aplica,NO,15,Comuna 15,604,5,7
Orden creada,H,33,Cali,5,INTERNET 300MB,1273,69749.0,1054,0029S3022,Internet,Voluntario,SI,19,Comuna 19,384,5,7
Orden creada,M,37,Cali,3,INTERNET 300MB,1273,69749.0,1053,0016S1348,Internet,No Aplica,NO,38,Área de Expansión Urbana,604,5,7
Orden creada,H,56,Cali,3,INTERNET 300MB,1273,69749.0,1031,0029S1427,Internet,No Aplica,NO,3,Comuna 03,604,5,7
Rechazado,H,30,Cali,3,INTERNET 80MB,1270,68000.0,1057,0013S9624,Internet,No Aplica,NO,13,Comuna 13,604,5,7
Orden creada,H,19,Cali,4,INTERNET 200MB,1272,62250.0,1060,0012S4712,Internet,No Aplica,NO,19,Comuna 19,604,5,7
Orden creada,H,64,Cali,3,INTERNET 200MB,1272,62250.0,1051,0012S4922,Internet,No Aplica,NO,19,Comuna 19,603,6,7
Orden creada,M,29,Cali,1,INTERNET 100MB,1271,56249.0,1063,0013S8168,Internet,Voluntario,SI,14,Comuna 14,585,6,7
Orden creada,H,50,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1072,0013S3678,Dupla,No Aplica,NO,13,Comuna 13,602,7,7
Orden creada,H,42,Cali,1,INTERNET 100MB,1271,56249.0,1055,0013S7175,Internet,No Aplica,NO,14,Comuna 14,602,7,7
Orden creada,M,51,Cali,3,INTERNET 200MB,1272,62250.0,1071,0005S0086,Internet,Cartera,SI,8,Comuna 08,291,7,7
Orden creada,M,29,Cali,3,INTERNET 300MB,1273,69749.0,1075,0001S0493,Internet,No Aplica,NO,9,Comuna 09,601,7,7
Rechazado,H,27,Cali,1,INTERNET 300MB,1273,69749.0,1058,0013S3970,Internet,No Aplica,NO,13,Comuna 13,601,1,7
Orden creada,M,42,Cali,1,INTERNET 300MB,1273,69749.0,1078,0013S3970,Internet,Cartera,SI,13,Comuna 13,260,1,7
Orden creada,H,62,Cali,3,DPL BA 500MB+VOZ ILIM-22,1262,149999.0,1069,0029S3270,Dupla,No Aplica,NO,19,Comuna 19,601,1,7
Rechazado,H,43,Cali,6,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1082,0016S0901,Dupla,No Aplica,NO,0,NR,601,1,7
Orden creada,H,33,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1083,0013S1737,Dupla,No Aplica,NO,16,Comuna 16,601,1,7
Orden creada,M,33,Cali,3,INTERNET 100MB,1271,56249.0,1084,0001S1405,Internet,No Aplica,NO,10,Comuna 10,601,1,7
Orden creada,M,42,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1087,0019S1210,Dupla,Anulacion,SI,2,Comuna 02,29,1,7
Orden creada,H,27,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1081,0029S1707,Dupla,No Aplica,NO,3,Comuna 03,600,1,7
Orden creada,M,52,Cali,4,INTERNET 200MB,1272,62250.0,1096,0017S1508,Internet,No Aplica,NO,38,Área de Expansión Urbana,600,2,7
Orden creada,M,32,Cali,3,INTERNET 100MB,1271,56249.0,1098,0029S1479,Internet,No Aplica,NO,3,Comuna 03,600,2,7
Orden creada,M,43,Cali,2,INTERNET 300MB,1273,69749.0,1047,0012S0518,Internet,Anulacion,SI,27,La Buitrera,201,2,7
Orden creada,M,61,Cali,4,INTERNET 200MB,1272,62250.0,1105,0016S1134,Internet,Cartera,SI,38,Área de Expansión Urbana,474,3,7
Orden creada,M,38,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1104,0013S4481,Dupla,No Aplica,NO,13,Comuna 13,599,3,7
Orden creada,M,33,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1114,0017S7455,Dupla,No Aplica,NO,17,Comuna 17,599,3,7
Orden creada,M,34,Cali,3,INTERNET 300MB,1273,69749.0,1117,0029S3062,Internet,No Aplica,NO,3,Comuna 03,598,3,7
Orden creada,H,45,Cali,3,INTERNET 300MB,1273,69749.0,1121,0029S3812,Internet,No Aplica,NO,3,Comuna 03,598,4,7
Orden creada,H,43,Cali,3,INTERNET 300MB,1273,69749.0,1113,0016S1151,Internet,No Aplica,NO,38,Área de Expansión Urbana,597,5,7
Orden creada,H,23,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1099,0001S2813,Dupla,No Aplica,NO,11,Comuna 11,597,5,7
Orden creada,H,61,Cali,3,INTERNET 200MB,1272,62250.0,1111,0013S9913,Internet,No Aplica,NO,13,Comuna 13,597,5,7
Orden creada,H,42,Cali,4,INTERNET 200MB,1272,62250.0,1133,0016S0095,Internet,Voluntario,SI,0,NR,305,5,7
Orden creada,M,58,Cali,3,INTERNET 200MB,1272,62250.0,1074,0013S1710,Internet,No Aplica,NO,16,Comuna 16,597,5,7
Orden creada,M,40,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1127,0013S7389,Dupla,Voluntario,SI,14,Comuna 14,426,5,7
Orden creada,H,56,Cali,2,INTERNET 300MB,1273,69749.0,1135,0013S2096,Internet,No Aplica,NO,15,Comuna 15,596,5,7
Orden creada,H,65,Cali,4,INTERNET 200MB,1272,62250.0,1137,0001S2636,Internet,Anulacion,SI,10,Comuna 10,9,5,7
Orden creada,H,63,Cali,3,INTERNET 200MB,1272,62250.0,1145,0016S0269,Internet,No Aplica,NO,38,Área de Expansión Urbana,596,6,7
Rechazado,M,46,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1156,0005S5063,Dupla,No Aplica,NO,7,Comuna 07,594,1,7
Rechazado,H,49,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1160,0005S0821,Dupla,No Aplica,NO,7,Comuna 07,594,1,7
Orden creada,H,25,Cali,3,INTERNET 100MB,1271,56249.0,1162,0007S0438,Internet,No Aplica,NO,5,Comuna 05,594,1,7
Rechazado,H,29,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1134,0001S2718,Dupla,No Aplica,NO,11,Comuna 11,594,1,7
Orden creada,H,34,Cali,5,INTERNET 300MB,1273,69749.0,1163,0019S0561,Internet,No Aplica,NO,2,Comuna 02,594,1,7
Orden creada,M,55,Jamundi,3,INTERNET 200MB,1272,62250.0,1166,0004S0452,Internet,Voluntario,SI,44,Comuna NR,450,1,7
Orden creada,H,57,Cali,5,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1173,0017S2699,Dupla,Voluntario,SI,17,Comuna 17,366,2,7
Orden creada,H,56,Yumbo,3,INTERNET 200MB,1272,62250.0,1185,0021S0410,Internet,No Aplica,NO,40,Comuna 01,592,3,7
Orden creada,H,38,Cali,4,INTERNET 200MB,1272,62250.0,1192,0017S3569,Internet,Anulacion,SI,38,Área de Expansión Urbana,4,3,7
Orden creada,M,63,Cali,5,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1013,0017S2060,Dupla,No Aplica,NO,38,Área de Expansión Urbana,591,3,7
Orden creada,H,41,Cali,2,INTERNET 300MB,1273,69749.0,1193,0013S0517,Internet,No Aplica,NO,15,Comuna 15,591,3,7
Orden creada,H,59,Jamundi,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1196,0004S2040,Dupla,Anulacion,SI,44,Comuna NR,236,4,7
Orden creada,H,57,Cali,3,INTERNET 300MB,1273,69749.0,1198,0029S1820,Internet,No Aplica,NO,3,Comuna 03,591,4,7
Orden creada,M,43,Cali,3,INTERNET 300MB,1273,69749.0,1176,0017S1746,Internet,No Aplica,NO,38,Área de Expansión Urbana,591,4,7
Orden creada,H,46,Cali,1,INTERNET 100MB,1271,56249.0,1202,0012S1899,Internet,No Aplica,NO,20,Comuna 20,590,4,7
Orden creada,M,28,Cali,4,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1218,0016S0259,Dupla,Cartera,SI,38,Área de Expansión Urbana,219,5,7
Orden creada,M,59,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1217,0029S2910,Dupla,No Aplica,NO,9,Comuna 09,589,6,7
Orden creada,M,29,Cali,3,INTERNET 300MB,1273,69749.0,1227,0001S2263,Internet,No Aplica,NO,10,Comuna 10,589,6,7
Orden creada,H,49,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1203,0019S4020,Dupla,Voluntario,SI,2,Comuna 02,275,6,7
Orden creada,H,32,Cali,3,INTERNET 500MB,1274,149999.0,1230,0016S1261,Internet,No Aplica,NO,38,Área de Expansión Urbana,588,7,7
Orden creada,H,39,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1233,0012S3256,Dupla,No Aplica,NO,20,Comuna 20,587,7,7
Orden creada,M,57,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1238,0001S1020,Dupla,Voluntario,SI,10,Comuna 10,343,1,7
Orden creada,H,58,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1239,0029S2899,Dupla,Cartera,SI,19,Comuna 19,520,1,7
Orden creada,H,51,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1240,0001S2088,Dupla,No Aplica,NO,10,Comuna 10,587,1,7
Orden creada,H,33,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1241,0012S1898,Dupla,No Aplica,NO,20,Comuna 20,587,1,7
Rechazado,M,42,Cali,4,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1243,0017S1917,Dupla,No Aplica,NO,38,Área de Expansión Urbana,587,1,7
Orden creada,H,37,Cali,3,INTERNET 100MB,1271,56249.0,1244,0012S0519,Internet,No Aplica,NO,27,La Buitrera,587,1,7
Orden creada,H,66,Jamundi,5,INTERNET 300MB,1273,69749.0,1245,0004S0327,Internet,No Aplica,NO,44,Comuna NR,587,1,7
Rechazado,H,48,Cali,4,INTERNET 100MB,1271,56249.0,1246,0016S0091,Internet,No Aplica,NO,0,NR,587,1,7
Orden creada,H,26,Cali,1,INTERNET 300MB,1273,69749.0,1242,0013S3983,Internet,No Aplica,NO,13,Comuna 13,586,1,7
Orden creada,M,32,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1156,0005S5063,Dupla,No Aplica,NO,7,Comuna 07,586,1,7
Orden creada,M,48,Cali,2,INTERNET 100MB,1271,56249.0,1252,0013S2290,Internet,No Aplica,NO,16,Comuna 16,586,2,8
Orden creada,H,54,Cali,6,INTERNET 100MB,1271,56249.0,1250,0017S0174,Internet,Anulacion,SI,0,NR,324,2,8
Orden creada,M,28,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1167,SALO_007038_B,Dupla,No Aplica,NO,0,NR,586,2,8
Orden creada,M,25,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1256,0001S1046,Dupla,Voluntario,SI,10,Comuna 10,457,2,8
Rechazado,M,53,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1259,0017S7430,Dupla,No Aplica,NO,17,Comuna 17,586,2,8
Orden creada,H,37,Cali,3,INTERNET 100MB,1271,56249.0,1255,0017S5522,Internet,Voluntario,SI,17,Comuna 17,339,2,8
Orden creada,H,33,Cali,3,INTERNET 100MB,1271,56249.0,1263,0013S6855,Internet,No Aplica,NO,14,Comuna 14,586,2,8
Orden creada,H,26,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1265,0017S4960,Dupla,No Aplica,NO,18,Comuna 18,585,2,8
Orden creada,H,41,Cali,1,INTERNET 500MB,1274,149999.0,1266,0013S7510,Internet,Anulacion,SI,14,Comuna 14,40,3,8
Orden creada,H,45,Cali,3,INTERNET 100MB,1271,56249.0,1267,0016S0460,Internet,No Aplica,NO,38,Área de Expansión Urbana,585,3,8
Orden creada,H,53,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1248,0013S1242,Dupla,No Aplica,NO,16,Comuna 16,585,3,8
Orden creada,H,22,Cali,5,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1271,0018S0450,Dupla,Voluntario,SI,0,NR,212,3,8
Orden creada,M,31,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1272,0017S7590,Dupla,No Aplica,NO,38,Área de Expansión Urbana,585,3,8
Orden creada,H,29,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1268,0012S0212,Dupla,No Aplica,NO,19,Comuna 19,585,3,8
Orden creada,M,53,Cali,6,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1276,0016S0579,Dupla,No Aplica,NO,22,Comuna 22,585,3,8
Rechazado,H,46,Cali,3,INTERNET 300MB,1273,69749.0,1277,0016S0286,Internet,No Aplica,NO,3,Comuna 03,585,3,8
Orden creada,M,45,Cali,4,INTERNET 100MB,1271,56249.0,1274,0029S3119,Internet,Voluntario,SI,19,Comuna 19,501,3,8
Orden creada,H,27,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1134,0001S2718,Dupla,Cartera,SI,11,Comuna 11,306,3,8
Orden creada,H,66,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1282,0005S0330,Dupla,Voluntario,SI,7,Comuna 07,447,3,8
Orden creada,H,35,Cali,2,INTERNET 100MB,1271,56249.0,1284,0013S0501,Internet,Cartera,SI,15,Comuna 15,336,3,8
Orden creada,H,31,Cali,3,DPL BA 80MB+VOZ ILIM-22,1258,69999.0,1288,0013S1885,Dupla,Cartera,SI,16,Comuna 16,206,4,8
Rechazado,H,29,Cali,2,DPL BA 500MB+VOZ ILIM-22,1262,149999.0,1289,0013S3840,Dupla,No Aplica,NO,13,Comuna 13,584,4,8
Rechazado,H,52,Cali,4,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1292,0029S3787,Dupla,No Aplica,NO,2,Comuna 02,584,4,8
Orden creada,H,61,Cali,4,INTERNET 200MB,1272,62250.0,1292,0029S3787,Internet,Anulacion,SI,2,Comuna 02,186,4,8
Rechazado,H,53,Cali,3,DPL BA 80MB+VOZ ILIM-22,1258,69999.0,1290,0013S1885,Dupla,No Aplica,NO,16,Comuna 16,584,4,8
Rechazado,H,58,Cali,3,DPL BA 80MB+VOZ ILIM-22,1258,69999.0,1290,0013S1885,Dupla,No Aplica,NO,16,Comuna 16,584,4,8
Orden creada,H,52,Cali,3,DPL BA 80MB+VOZ ILIM-22,1258,69999.0,1290,0013S1885,Dupla,No Aplica,NO,16,Comuna 16,584,4,8
Orden creada,H,25,Cali,2,INTERNET 300MB,1273,69749.0,1295,0013S2136,Internet,No Aplica,NO,15,Comuna 15,584,4,8
Orden creada,M,33,Cali,2,DPL BA 500MB+VOZ ILIM-22,1262,149999.0,1301,0013S3840,Dupla,No Aplica,NO,13,Comuna 13,583,5,8
Orden creada,M,30,Cali,4,INTERNET 100MB,1271,56249.0,1305,0016S0230,Internet,No Aplica,NO,0,NR,583,5,8
Orden creada,H,45,Cali,3,INTERNET 100MB,1271,56249.0,1304,0013S0849,Internet,No Aplica,NO,15,Comuna 15,583,5,8
Orden creada,H,25,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1307,0012S3104,Dupla,No Aplica,NO,20,Comuna 20,583,5,8
Orden creada,H,39,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1309,0013S4502,Dupla,No Aplica,NO,13,Comuna 13,583,5,8
Orden creada,H,44,Cali,5,INTERNET 300MB,1273,69749.0,1310,0019S0517,Internet,No Aplica,NO,2,Comuna 02,583,5,8
Orden creada,H,57,Cali,3,INTERNET 100MB,1271,56249.0,978,0001S3221,Internet,No Aplica,NO,11,Comuna 11,582,5,8
Orden creada,M,60,Cali,1,INTERNET 300MB,1273,69749.0,1313,0013S8557,Internet,No Aplica,NO,14,Comuna 14,582,5,8
Orden creada,H,23,Cali,2,INTERNET 300MB,1273,69749.0,1296,0013S9734,Internet,Voluntario,SI,13,Comuna 13,166,5,8
Orden creada,H,40,Cali,1,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1315,0013S7440,Dupla,Voluntario,SI,14,Comuna 14,500,5,8
Orden creada,H,49,Cali,1,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1318,0013S8548,Dupla,Cartera,SI,14,Comuna 14,211,6,8
Orden creada,H,58,Cali,4,INTERNET 200MB,1272,62250.0,1319,0017S5946,Internet,No Aplica,NO,17,Comuna 17,582,6,8
Orden creada,H,21,Cali,2,INTERNET 100MB,1271,56249.0,1321,0017S5981,Internet,Cartera,SI,16,Comuna 16,333,6,8
Orden creada,H,53,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1325,0013S0312,Dupla,Voluntario,SI,15,Comuna 15,383,1,8
Orden creada,H,18,Cali,1,INTERNET 200MB,1272,62250.0,1326,0013S6946,Internet,No Aplica,NO,14,Comuna 14,580,1,8
Orden creada,M,53,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1327,0001S0549,Dupla,No Aplica,NO,8,Comuna 08,580,1,8
Orden creada,H,41,Cali,3,INTERNET 200MB,1272,62250.0,1328,0013S9542,Internet,Voluntario,SI,13,Comuna 13,130,1,8
Por Firmar,H,52,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1331,0013S2192,Dupla,No Aplica,NO,15,Comuna 15,580,1,8
Orden creada,M,30,Cali,1,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1323,0013S8466,Dupla,No Aplica,NO,14,Comuna 14,579,1,8
Orden creada,H,20,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1340,0005S5039,Dupla,No Aplica,NO,7,Comuna 07,579,2,8
Rechazado,H,43,Cali,5,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1343,0029S3266,Dupla,No Aplica,NO,19,Comuna 19,579,2,8
Orden creada,H,27,Cali,1,INTERNET 100MB,1271,56249.0,1345,0013S2311,Internet,Anulacion,SI,16,Comuna 16,33,2,8
Rechazado,H,45,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1337,0017S5901,Dupla,No Aplica,NO,17,Comuna 17,579,2,8
Orden creada,H,22,Cali,4,INTERNET 200MB,1272,62250.0,1342,0016S0115,Internet,Voluntario,SI,0,NR,334,2,8
Orden creada,M,30,Cali,4,INTERNET 300MB,1273,69749.0,1349,0029S3138,Internet,No Aplica,NO,19,Comuna 19,579,2,8
Orden creada,H,46,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1357,0007S0203,Dupla,No Aplica,NO,0,NR,578,3,8
Orden creada,H,47,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1360,0013S10030,Dupla,Anulacion,SI,21,Comuna 21,33,3,8
Orden creada,H,43,Cali,1,DPL BA 500MB+VOZ ILIM-22,1262,149999.0,1266,0013S7510,Dupla,No Aplica,NO,14,Comuna 14,578,3,8
Orden creada,H,36,Cali,2,INTERNET 500MB,1274,149999.0,1354,0013S0177,Internet,No Aplica,NO,15,Comuna 15,578,3,8
Rechazado,M,41,Cali,3,INTERNET 300MB,1273,69749.0,1362,0029S1423,Internet,No Aplica,NO,3,Comuna 03,578,3,8
Orden creada,M,31,Cali,1,INTERNET 200MB,1272,62250.0,1364,0013S8307,Internet,No Aplica,NO,14,Comuna 14,578,3,8
Orden creada,M,25,Cali,3,DPL BA 80MB+VOZ ILIM-22,1258,69999.0,1368,0005S5033,Dupla,No Aplica,NO,7,Comuna 07,578,3,8
Orden creada,H,50,Cali,2,INTERNET 200MB,1272,62250.0,1369,0001S2809,Internet,Cartera,SI,12,Comuna 12,420,3,8
Rechazado,H,54,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1367,0013S4036,Dupla,No Aplica,NO,13,Comuna 13,578,3,8
Orden creada,H,60,Jamundi,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1344,0004S2149,Dupla,Voluntario,SI,44,Comuna NR,446,3,8
Orden creada,H,45,Cali,4,INTERNET 200MB,1272,62250.0,1374,0001S2510,Internet,Anulacion,SI,10,Comuna 10,179,3,8
Orden creada,H,65,Cali,3,INTERNET 300MB,1273,69749.0,1376,0017S5836,Internet,No Aplica,NO,17,Comuna 17,577,4,8
Por Firmar,H,41,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1370,GUAB_005189_B,Dupla,No Aplica,NO,0,NR,577,4,8
Orden creada,H,44,Cali,4,INTERNET 300MB,1273,69749.0,1358,0019S0841,Internet,Anulacion,SI,2,Comuna 02,315,4,8
Orden creada,H,49,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1367,0013S4036,Dupla,Voluntario,SI,13,Comuna 13,365,4,8
Orden creada,H,28,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1387,0013S7613,Dupla,Cartera,SI,14,Comuna 14,452,4,8
Rechazado,H,59,Cali,3,DPL BA 500MB+VOZ ILIM-22,1262,149999.0,1388,0029S1437,Dupla,No Aplica,NO,3,Comuna 03,577,4,8
Por Firmar,H,50,Cali,3,INTERNET 100MB,1271,56249.0,1392,0013S0249,Internet,No Aplica,NO,15,Comuna 15,577,4,8
Orden creada,M,18,Cali,1,INTERNET 100MB,1271,56249.0,1394,0013S3992,Internet,Voluntario,SI,13,Comuna 13,369,4,8
Rechazado,H,35,Cali,1,INTERNET 200MB,1272,62250.0,1398,0013S8452,Internet,No Aplica,NO,14,Comuna 14,576,4,8
Orden creada,H,28,Cali,1,INTERNET 100MB,1271,56249.0,1378,0013S7204,Internet,No Aplica,NO,14,Comuna 14,576,4,8
Orden creada,M,45,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1375,0001S3423,Dupla,No Aplica,NO,11,Comuna 11,576,4,8
Rechazado,H,53,Cali,5,INTERNET 100MB,1271,56249.0,1401,0018S0450,Internet,No Aplica,NO,0,NR,576,5,8
Orden creada,H,58,Cali,1,INTERNET 300MB,1273,69749.0,1398,0013S8452,Internet,Voluntario,SI,14,Comuna 14,322,5,8
Orden creada,H,24,Jamundi,4,INTERNET 100MB,1271,56249.0,1403,0004S0423,Internet,No Aplica,NO,44,Comuna NR,576,5,8
Orden creada,M,50,Cali,3,INTERNET 300MB,1273,69749.0,1405,0029S4565,Internet,Voluntario,SI,1,Comuna 01,453,5,8
Orden creada,M,56,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1406,0019S1294,Dupla,Anulacion,SI,2,Comuna 02,178,5,8
Rechazado,H,59,Cali,2,INTERNET 200MB,1272,62250.0,1408,0013S0611,Internet,No Aplica,NO,15,Comuna 15,576,5,8
Orden creada,H,47,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1409,0013S8424,Dupla,No Aplica,NO,14,Comuna 14,576,5,8
Orden creada,M,61,Cali,5,INTERNET 100MB,1271,56249.0,1401,0018S0450,Internet,Voluntario,SI,0,NR,173,5,8
Orden creada,H,33,Cali,3,INTERNET 300MB,1273,69749.0,1410,0029S1195,Internet,No Aplica,NO,3,Comuna 03,576,5,8
Orden creada,H,26,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1416,0013S8653,Dupla,Voluntario,SI,14,Comuna 14,123,5,8
Orden creada,H,62,Cali,4,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1407,0001S2459,Dupla,Voluntario,SI,10,Comuna 10,475,5,8
Orden creada,H,46,Cali,3,INTERNET 200MB,1272,62250.0,1389,0017S1016,Internet,Voluntario,SI,17,Comuna 17,226,5,8
Orden creada,H,50,Cali,3,INTERNET 300MB,1273,69749.0,1417,0017S5743,Internet,No Aplica,NO,17,Comuna 17,575,6,8
Orden creada,M,29,Candelaria,3,INTERNET 200MB,1272,62250.0,1418,0590S0563,Internet,Voluntario,SI,0,NR,554,6,8
Orden creada,M,23,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1322,0005S5113,Dupla,Cartera,SI,7,Comuna 07,234,6,8
Rechazado,M,42,Cali,1,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1414,0013S8468,Dupla,No Aplica,NO,14,Comuna 14,573,1,8
Orden creada,H,22,Cali,4,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1427,0029S2702,Dupla,No Aplica,NO,19,Comuna 19,573,1,8
Orden creada,H,30,Cali,4,INTERNET 200MB,1272,62250.0,1430,0017S3177,Internet,Voluntario,SI,17,Comuna 17,168,1,8
Orden creada,H,62,Cali,1,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1414,0013S8468,Dupla,Voluntario,SI,14,Comuna 14,435,1,8
Orden creada,H,42,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1423,0017S2924,Dupla,No Aplica,NO,17,Comuna 17,573,1,8
Orden creada,M,43,Cali,5,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1306,0019S0850,Dupla,No Aplica,NO,4,Comuna 04,573,1,8
Orden creada,M,49,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1412,0013S1156,Dupla,No Aplica,NO,16,Comuna 16,573,1,8
Orden creada,H,22,Cali,1,INTERNET 200MB,1272,62250.0,1433,0013S7865,Internet,No Aplica,NO,14,Comuna 14,573,1,8
Orden creada,H,64,Cali,4,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1404,0019S1479,Dupla,Voluntario,SI,2,Comuna 02,391,1,8
Orden creada,M,22,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1434,0029S3985,Dupla,No Aplica,NO,3,Comuna 03,572,1,8
Rechazado,H,25,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,812,0005S0902,Dupla,No Aplica,NO,7,Comuna 07,572,1,8
Orden creada,H,65,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,1422,0029S4503,Dupla,No Aplica,NO,1,Comuna 01,572,2,8
Orden creada,H,43,Cali,1,INTERNET 100MB,1271,56249.0,1439,0012S1852,Internet,No Aplica,NO,20,Comuna 20,572,2,8
Orden creada,M,32,Cali,1,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,1442,0029S4310,Dupla,No Aplica,NO,1,Comuna 01,572,2,8
Orden creada,H,47,Cali,4,INTERNET 200MB,1272,62250.0,1443,0001S1151,Internet,No Aplica,NO,10,Comuna 10,572,2,8
Orden creada,M,43,Cali,3,INTERNET 200MB,1272,62250.0,1444,0013S3992,Internet,No Aplica,NO,13,Comuna 13,572,2,8
Rechazado,H,50,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1448,0013S1425,Dupla,No Aplica,NO,15,Comuna 15,572,2,8
Orden creada,H,65,Cali,4,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,1447,0001S2512,Dupla,Anulacion,SI,10,Comuna 10,26,2,8
